id,text,lang,source
318,"ceftriaxone is a commonly used , third - generation cephalosporin . encephalopathy is a rare side effect of third- and fourth - generation cephalosporins . renal failure and previous disease of the central nervous system predispose to this neurotoxicity . we describe a case of acute transient encephalopathy in a patient treated with ceftriaxone for enteric fever infection . early detection of this complication is relevant given that stopping the drug usually reverts the neurological syndrome .",en,scientific_papers
319,"[ purpose ] the purpose of this preliminary study was to investigate the effect of manual lymph drainage ( mld ) of the neck on frontal electroencephalogram ( eeg ) asymmetry in subjects with psychological stress . [ subjects ] thirteen subjects with psychological stress participated in the study . [ methods ] subjects received mld of the neck for 15 min . [ results ] analysis of the frontal asymmetry index showed that the energy shift in the alpha frequency band from the left hemisphere to the right hemisphere after mld resulted in greater left - side activation ( positive asymmetry values ) , which could be related to the positive emotional state observed particularly in the f7f8 area . [ conclusion ] these preliminary findings suggest that frontal eeg asymmetry was significantly attenuated after mld .",en,scientific_papers
320,"in this note we prove that a malcev algebra is 2-supernilpotent ( [ 1 , 1 , 1 ] = 0 ) if and only if it is polynomially equivalent to a special expanded group . this generalizes gumm s result that a malcev algebra is abelian if and only if it is polynomially equivalent to a module over a ring .",en,scientific_papers
321,"onychomatricoma is a tumor of the nail matrix which often presents with alterations in the nail plate while the tumor itself is concealed beneath the nail plate . it is a benign , biphasic fibroepithelial tumor which has to be differentiated from other subungual and periungual tumors . we report a rare case of onychomatricoma and describe a three - dimensional histopathological analysis and immunohistochemical patterns of onychomatricoma .",en,scientific_papers
322,"this article addresses the discussion about quinine - resistant malaria plasmodium in the early decades of the twentieth century . observed by arthur neiva in rio de janeiro in 1907 , the biological and social resistance of malaria sufferers to preventive and curative treatment with quinine was corroborated three years later by oswaldo cruz during the construction of the madeira - mamor railway in the brazilian amazon . likewise in 1910 , ailing german workers were transferred from brazil to hamburg s institute for maritime and tropical diseases , where quinine resistance was confirmed by bernard nocht and heinrich werner . when the first world war saw failures in treating and preventing malaria with quinine along with violent outbreaks of the disease on the turkish and balkan fronts , resistance to this alkaloid became the topic of the day within the field of experimental medicine in germany . new attempts were made to account for the resistance , especially by the physician ernst rodenwaldt , who explored the topic by applying modern theories on heredity . the present article offers a preliminary survey and analysis of pronouncements about quinine resistance , shedding new light on the circulation of knowledge in the field of tropical medicine .",en,scientific_papers
323,"initial surgical management is commonly accepted to date as paramount in the treatment of women presenting with epithelial ovarian cancer and permits the assessment of the disease ( staging ) , the histological confirmation of disease type and grade , and the practice of maximal debulking preceding platinum - based chemotherapy . many studies have shown that the volume of residual disease after initial surgical cytoreduction inversely correlates with survival . thus , women with optimal debulking performed by a trained specialist have improved median survival . in this review , we will focus on the answers gleaned from clinical trials on primary and interval surgery , which prompts the question on the timing of surgery in respect to chemotherapy . interval debulking surgery ( ids ) is secondary cytoreduction following primary debulking and is carried out in between the courses of chemotherapy . the major clinical trials and the latest systematic reviews seem unable to give any definitive guidance or recommendation for clinical practice . the choice of aggressive primary cytoreduction or upfront chemotherapy followed by second line surgical cytoreduction seems among others to have to be individualized according to tumour load , prediction of its resectability , and response to chemotherapy . the role of tumour biology must also be kept in mind . finally , concrete answers are awaited on the timing of surgery from the ongoing prospective randomized control trials ( chorus and eortc 55971 ) though preliminary data from the latter have already been presented at major meetings ( igcs 2008 ; sgo 2009 ) and ignited strong debate .",en,scientific_papers
324,"purposeto report a rare presentation of unifocal langerhans cell histiocytosis ( lch ) simulating a limbal papilloma.case reporta 24-year - old man presented with a limbal mass in his left eye which had initially been suspected to be a papilloma based on clinical findings . the mass was excised and a histopathological diagnosis of acute bullous inflammation with granulation tissue was made . the lesion relapsed 10 months later which necessitated repeat resection along with corneoscleral patch grafting . histopathological studies of the excised lesion led to a final diagnosis of lch.conclusionto the best of our knowledge , this is the second report of a rare presentation of lch in the limbus which recurred after excision of the primary mass . the recurrent lesion was diagnosed based on histopathology and managed accordingly .",en,scientific_papers
325,"ecthyma gangrenosum ( eg ) is a cutaneous infection which usually occurs in immunocompromised patients . we report a case of eg of the eyelid treated with escharotomy and skin grafting , highlighting the importance of surgical management . a 2-year - old asian indian female presented to us with right upper lid edema with a large necrotic area . the child received intravenous cefotaxime for a week and the necrotic area turned to a well - defined eschar . escharotomy with wound debridement and skin grafting was done . the present case highlights the importance of surgical intervention to prevent the sequelae of scarring of upper lid .",en,scientific_papers
326,"backgrounda national surveillance program of colon cancer treatment was introduced in 2007 . we examined prognostic factors for colon cancer operated in 2000 with an aim of improving survival in the new program and a special focus on the merit of lymph node yield.methodsa cohort of 269 patients , 152 women ( 56.5% ) , with a mean age of 71 years , was operated for colon cancer in 2000 at three teaching hospitals and followed up for 7 years.resultsoverall 5-year survival was 58.0% , and overall hospital mortality was 5.2% , with 4.5% in elective cases and 12.5% after urgent surgery . in only 41.1% of the specimens were 12 or more lymph nodes retrieved , but this did not affect survival in the combined cohort , although one of the hospitals achieved a significantly better result with a harvest of 12 or more lymph nodes . in a multivariate analysis , old age , gender , a high lymph node ratio ( lnr ) at stage iii , and tumor node metastasis stage were adverse factors for survival.conclusionsthe operative mortality was high and should be reassessed . the lymph node count did not have a significant impact on outcome overall , whereas the lnr proved significant for stage iii . a prospective protocol using overall lymph node yield as a surrogate measure for more radical surgery , nevertheless , seems warranted to improve the lymph node harvest according to international recommendations .",en,scientific_papers
327,"thyroid cancer is the most common endocrine malignancy , with over 60,000 cases reported per year in the us alone . the incidence of thyroid cancer has increased in the last several years . patients with metastatic differentiated thyroid cancer ( dtc ) generally have a good prognosis . metastatic dtc can often be treated in a targeted manner with radioactive iodine , but the ability to accumulate iodine is lost with decreasing differentiation . until recently , chemotherapy was the only treatment in patients with advanced thyroid cancer , which is no longer amenable to therapy with radioactive iodine . the modest efficacy and significant toxicity of chemotherapy necessitated the need for urgent advances in the medical field . new insights in thyroid cancer biology propelled the development of targeted therapies for this disease , including the tyrosine kinase inhibitor sorafenib as salvage treatment for dtc . in 2015 , the us food and drug administration approved a second tyrosine kinase inhibitor , lenvatinib , for the treatment of radioiodine - refractory thyroid cancer . although associated with a significant progression - free survival improvement as compared to placebo in a large phase iii study ( median progression - free survival 18.2 vs 3.6 months ; hazard ratio 0.21 ; 99% confidence interval 0.140.31 ; p<0.001 ) , the benefit of lenvatinib needs to be proved in the context of associated moderate to severe toxicities that require frequent dose reduction and delays . this article reviews the evidence supporting the use of lenvatinib as salvage therapy for radioactive iodine - refractory thyroid cancer , with a focus on the toxicity profile of this new therapy .",en,scientific_papers
328,"[ purpose ] this study investigated the effect of aquatic proprioceptive neuromuscular facilitation ( pnf ) patterns in the lower extremity on balance and activities of daily living ( adl ) in stroke patients . [ subjects ] twenty poststroke participants were randomly assigned to an experimental group ( n = 10 ) or a control group ( n = 10 ) . the experimental group performed lower extremity patterns in an aquatic environment , and the control group performed lower extremity patterns on the ground . both exercises were conducted for 30 minutes / day , 5 days / week for 6 weeks . balance was measured with the berg balance scale ( bbs ) , timed up and go test ( tugt ) , functional reach test ( frt ) , and one leg stand test ( olst ) . activities of daily living were measured with the functional independence measure ( fim ) . a paired t - test was used to measure pre- and post - experiment differences , and an independent t - test was used to measure between - group differences . [ results ] the experimental and control groups showed significant differences for all pre- and post - experiment variables . in the between - group comparison , the experimental group was significantly difference from the control group . [ conclusion ] these results indicate that performing aquatic proprioceptive neuromuscular facilitation patterns in the lower extremity enhances balance and adl in stroke patients .",en,scientific_papers
329,"warfarin is the most widely used medicine for oral anticoagulant therapy ( oat ) . it inhibits the synthesis of coagulation factors ii , vii , ix , and x in the liver and results in the production of inactive or partially active versions of these factors . inactive coagulation factors interfere with prothrombin time measurement ( quick and owren pt ) measuring the sum of coagulation activity and inhibition . the narrow therapeutic range here involves a danger of serious complications and the risk of bleeding or thrombosis . the new - generation pt method can measure coagulation activity and inhibition separately . this new technique promotes patient care and anticoagulant medication ( warfarin , dicoumarol ) based on coagulation activity in vivo . both therapy and laboratory controls should be unquestionably accurate and based solely on in vivo coagulation activity . inactive coagulation factors ( inhibition ) render measurement , calibration , and harmonization . the use of the new - generation pt method based on measurement of coagulation activity in vivo could develop vitamin k antagonist ( vka ) therapy for the marked benefit of patients .",en,scientific_papers
330,when patients or their families rarely request inappropriate end of life care in the icu for capricious reasons . end of life treatment decisions that only prolong discomfort and death are usually emotional and based on unrealistic expectations . i explore some of those reasons in this paper .,en,scientific_papers
331,"we report a 25-year - old korean woman with adult onset still s disease ( aosd ) presented with renal amyloidosis , which had developed four years after disease onset . we successfully treated her with prednisolone , colchicine and cyclophosphamide . a review of the literature uncovered about 10 cases , most of which were treated by various regimens that resulted in poor outcomes . renal amyloidosis should be suspected in patients with aosd who have unexplained proteinuria . although the mechanism of renal amyloid deposition is not well known , earlier histopathologic diagnosis and choice of regimen may affect prognosis .",en,scientific_papers
332,"ictal asystole is a rare , probably underestimated manifestation of epileptic seizures whose pathophysiology is still debated . this report describes two patients who had cardiac asystole at the end of their seizure . the first patient was a 13-year - old boy with complex partial seizures .. his mri showed symmetrical signal abnormality in the bilateral parietooccipital lobe accompanied by mild gliosis and volume loss . during a 3-day long - term video - eeg monitoring , he had cardiac arrest at the end of one of his seizures that was secondarily generalized . the second one was a 42-year - old veteran with penetrating head trauma in the left frontal lobe due to shell injury . during long - term video - eeg monitoring , he had one generalized tonic clonic seizure accompanied by bradycardia and cardiac asystole . asystoles could have a role in the incidence of sudden unexpected death in epilepsy ( sudep ) , meaning that the presence of ictal bradycardia is a risk factor for sudep . in cases of epileptic cardiac dysrhythmia , prolonged simultaneous eeg / ecg monitoring may be required . cardiological investigation should be included in epilepsy management .",en,scientific_papers
333,"prenatal / obstetric complications are implicated in schizophrenia susceptibility . some complications may arise from maternal - fetal genotype incompatibility , a term used to describe maternal - fetal genotype combinations that produce an adverse prenatal environment . a review of maternal - fetal genotype incompatibility studies suggests that schizophrenia susceptibility is increased by maternal - fetal genotype combinations at the rhd and hla - b loci . maternal - fetal genotype combinations at these loci are hypothesized to have an effect on the maternal immune system during pregnancy which can affect fetal neurodevelopment and increase schizophrenia susceptibility . this article reviews maternal - fetal genotype incompatibility studies and schizophrenia and discusses the hypothesized biological role of these incompatibility genes . it concludes that research is needed to further elucidate the role of rhd and hla - b maternal - fetal genotype incompatibility in schizophrenia and to identify other genes that produce an adverse prenatal environment through a maternal - fetal genotype incompatibility mechanism . efforts to develop more sophisticated study designs and data analysis techniques for modeling maternal - fetal genotype incompatibility effects are warranted .",en,scientific_papers
334,"objectivenonnutritive sweeteners ( nns ) , such as sucralose , have been reported to have metabolic effects in animal models . however , the relevance of these findings to human subjects is not clear . we evaluated the acute effects of sucralose ingestion on the metabolic response to an oral glucose load in obese subjects.research design and methodsseventeen obese subjects ( bmi 42.3 1.6 kg / m2 ) who did not use nns and were insulin sensitive ( based on a homeostasis model assessment of insulin resistance score 2.6 ) underwent a 5-h modified oral glucose tolerance test on two separate occasions preceded by consuming either sucralose ( experimental condition ) or water ( control condition ) 10 min before the glucose load in a randomized crossover design . indices of -cell function , insulin sensitivity ( si ) , and insulin clearance rates were estimated by using minimal models of glucose , insulin , and c - peptide kinetics.resultscompared with the control condition , sucralose ingestion caused 1 ) a greater incremental increase in peak plasma glucose concentrations ( 4.2 0.2 vs. 4.8 0.3 mmol / l ; p = 0.03 ) , 2 ) a 20 8% greater incremental increase in insulin area under the curve ( auc ) ( p < 0.03 ) , 3 ) a 22 7% greater peak insulin secretion rate ( p < 0.02 ) , 4 ) a 7 4% decrease in insulin clearance ( p = 0.04 ) , and 5 ) a 23 20% decrease in si ( p = 0.01 ) . there were no significant differences between conditions in active glucagon - like peptide 1 , glucose - dependent insulinotropic polypeptide , glucagon incremental auc , or indices of the sensitivity of the -cell response to glucose.conclusionsthese data demonstrate that sucralose affects the glycemic and insulin responses to an oral glucose load in obese people who do not normally consume nns .",en,scientific_papers
335,geotrichum candidum is yeast like fungi that cause infections in immunocompromised patients . we report a case of renal fungal ball with geotrichum candidum in a 27 yr . old women post - partum . this case to our knowledge is the first case of renal fungal bezoar due to geotrichum candidum reported in india .,en,scientific_papers
336,"background . granulosa cell tumors ( gcts ) , representing ~2% of ovarian tumours , are poorly understood neoplasms with unpredictable and undetermined biological behaviour . design . 5 unusual presentations of gct and a retrospective 14-year ( 19972011 ) surgical pathology review based on patient sex , age , tumour type and concurrent pathology findings are presented to discuss the myths and realities of gcts in the context of relevant evidence - based literature . results . the 5 index cases included ( 1 ) a 5 month - old boy with a left testicular mass , ( 2 ) a 7-day - old neonate with a large complex cystic mass in the abdomen , ( 3 ) a 76-year - old woman with an umbilical mass , ( 4 ) a 64-year - old woman with a complex solid - cystic pelvic mass , and ( 5 ) a 45 year - old woman with an acute abdomen . pathological analysis confirmed the final diagnosis as ( 1 ) juvenile gct , ( 2 ) macrofollicular gct , ( 3 ) recurrent gct 32 years later , ( 4 ) collision tumour : colonic adenocarcinoma and gct , and ( 5 ) ruptured gct . conclusion . gct is best considered as an unusual indolent neoplasm of low malignant potential with late recurrences that can arise in the ovaries and testicles in both the young and the old . multifaceted clinical presentations coupled with the unpredictable biological behaviour with late relapses are diagnostic pitfalls necessitating a high degree of suspicion for accurate clinical and pathological diagnosis .",en,scientific_papers
337,"lymphoproliferative disorders are heterogeneous malignancy characterized by the expansion of a lymphoid clone more or less differentiated . at the level of the oral cavity , the lymphoproliferative disorder can occur in various ways , most commonly as lymphoid lesions with extranodal externalization , but sometimes , oral lesions may represent a localization of a disease spread . with regard to the primary localizations of lymphoproliferative disorders , a careful examination of the head and neck , oral , and oropharyngeal area is necessary in order to identify suspicious lesions , and their early detection results in a better prognosis for the patient . numerous complications have been described and frequently found at oral level , due to pathology or different therapeutic strategies . these complications require precise diagnosis and measures to oral health care . in all this , oral pathologists , as well as dental practitioners , have a central role in the treatment and long - term monitoring of these patients .",en,scientific_papers
338,"the prevalence of diabetes in korea has increased six- to sevenfold over the past 40 years with its complications becoming major causes of morbidity and mortality . the rate of death among patients with diabetes is about twice as high as that among persons without diabetes and the most common cause of death is cardiovascular disease ( 30.6% ) . despite the seriousness of diabetic complications , 30 to 70% of patients receive inadequate care , and only 40% of treated diabetic patients achieve the optimal control with hba1c level < 7% in korea . in 2006 , over 30 to 40% of patients with diabetes have microvascular complications and around 10% of them have macrovascular complications from our national data . despite there are some debates about intensive glycemic control resulting in the deterioration of macrovascular complication , multifactorial treatment approaches including proper glycemic control are important to prevent diabetic complications . there have been needs for finding proper biomarkers for predicting diabetic complications properly but we still need more longitudinal studies to find this correlation with causal relationship . in this article , we wanted to review the recent status of micro- and macrovascular complications of type 2 diabetes in korea from integration of many epidemiologic studies .",en,scientific_papers
339,"the cost of diagnosing and treating disease continues to rise inexorably . almost every new test adds to the complexity and cost of healthcare . there is a need for better and less expensive screening , diagnostic and scanning techniques . medical scanning technologies are based upon the body 's response to an external stimulus e.g. heat , ultrasound , x - rays , magnetic resonance , etc . biomarker and histopathology tests have inherent limitations because diseases are often polygenic and/or influence the function of multiple physiological systems . the results are compared with expected norms . this makes it difficult to diagnose the onset of disease . such techniques measure only what the clinician wants or expects to see . a technique which can provide more information , regarding the influence of a medical condition upon the body 's whole function , may be invaluable to the clinician . there is not yet a clear understanding of how the body regulates its function . a greater understanding of how the body responds to sensory input , in particular to light , has been incorporated into a mathematical model of the physiological systems developed by i.g . grakov . this has been incorporated into a cognitive technology which improves the understanding of how the body regulates its function and has led to the development of a better method for the diagnosis and treatment of disease(s ) . this technique , virtual scanning , appears able to diagnose at different levels of physiological significance i.e. as systems , organs , cells ( as morphologies ) and molecular ( as pathologies ) . it may be a major scientific development , conceivably more advanced than biomarker techniques , with the potential to provide far more information about a patient 's health . it may have the potential to significantly reduce the complexity and cost of healthcare . this article reviews the available literature .",en,scientific_papers
340,"purposethe purpose of this study was to derive parameters that predict which high - energy blunt trauma patients should undergo computed tomography ( ct ) for detection of chest injury.methodsthis observational study prospectively included consecutive patients ( 16 years old ) who underwent multidetector ct of the chest after a high - energy mechanism of blunt trauma in one trauma centre.resultswe included 1,047 patients ( median age , 37 ; 70% male ) , of whom 508 had chest injuries identified by ct . using logistic regression , we identified nine predictors of chest injury presence on ct ( age 55 years , abnormal chest physical examination , altered sensorium , abnormal thoracic spine physical examination , abnormal chest conventional radiography ( cr ) , abnormal thoracic spine cr , abnormal pelvic cr or abdominal ultrasound , base excess < 3 mmol / l and haemoglobin < 6 mmol / l ) . of 855 patients with 1 positive predictors , 484 had injury on ct ( 95% of all 508 patients with injury ) . of all 192 patients with no positive predictor , 24 ( 13% ) had chest injury , of whom 4 ( 2% ) had injuries that were considered clinically relevant.conclusionomission of ct in patients without any positive predictor could reduce imaging frequency by 18% , while most clinically relevant chest injuries remain adequately detected .",en,scientific_papers
341,"we present the first case report of a complete response of metastatic gastroesophageal cancer in a chronic hemodialysis patient with irinotecan - based chemotherapy . an elderly dialysis patient presented with diffuse liver metastases by a gastroesophageal adenocarcinoma . he received combination chemotherapy with 5 fluorouracil and irinotecan . after six months of chemotherapy , liver scans show complete remission . the principles , practice , and experience of chemotherapy with irinotecan during dialysis are discussed .",en,scientific_papers
342,"the fully differentiated cells of the rat mammary parenchyma , the ductal epithelial , alveolar , and myoepithelial cells , are distinguished by their ultrastructure and by their accumulation of immunocytochemically detectable marker proteins . the different cell types probably develop from primative ductal structures called terminal end buds , which are present in the developing rat mammary glands , and these structures contain relatively undifferentiated cells . clonal epithelial stem cell lines , obtained from normal rat mammary glands or benign mammary tumors , differentiate under appropriate conditions along a pathway to droplet - cell / doming cultures of primative alveolarlike cells . under different culture conditions , the epithelial stem cells differentiate along a separate pathway to myoepitheliallike cells . they accumulate some of the specific marker proteins of myoepithelial cells in vivo , including type iv collagen , laminin , and thy-1 antigen . in addition , these myoepitheliallike cells in culture contain an abundance of a potential calcium - binding protein , p9ka , which also occurs in myoepithelial cells of histological sections from mammary glands . the accumulation of type iv collagen , laminin , thy-1 , and p9ka occurs asynchronously along the pathway to the myoepitheliallike cells in vitro . furthermore , the steady - state levels of these different marker proteins arise by alterations in the controls at the transcriptional , the posttranscriptional processing , and the translational stages of their production . these results suggest a stepwise control of synthesis of myoepithelial cell marker proteins , and in the case of p9ka and thy-1 antigen , this altered control may arise through their possession of novel transcriptional promoters.imagesfigure 1 .",en,scientific_papers
343,"backgroundpreviously , we demonstrated that glucosamine - containing supplementation was effective for improving locomotor functions , especially walking speed . however , the biomechanical mechanism of efficacy has not been elucidated . this study aimed to address this challenge in subjects with knee pain , using a motion capture system.methodsan open label study was conducted in 30 japanese subjects with knee pain . the subjects were administered a daily supplement containing 1,200 mg of glucosamine hydrochloride , 60 mg of chondroitin sulfate , 45 mg of type ii collagen peptides , 90 mg of quercetin glycosides , 10 mg of imidazole peptides , 1 mg of proteoglycan , and 5 g of vitamin d ( gcqid ) . the intervention continued for 16 weeks . efficacy for locomotor functions involving the knee joint was evaluated mainly using the japanese knee osteoarthritis measure ( jkom ) and the 5-question geriatric locomotive function scale ( glfs-5 ) . to examine the biomechanical mechanism of efficacy for locomotor functions , motions of subjects in a normal walking state were captured . gait analysis was conducted and efficacy for gait parameters such as normal walking speed , stride length , cadence , and angle of soles was evaluated.resultsgcqid significantly improved total scores on the jkom and glfs-5 . in gait analysis , normal walking speed , stride length , and angle of soles at the end of the stance phase were all significantly increased , but cadence did not change significantly during the intervention period . there were significant intercorrelations of changes in normal walking speed , stride length , and angle of soles at the end of the stance phase , and between changes in stride length and total jkom score.conclusiona gcqid supplement may increase walking speed through increased stride length and angle of kicking from the ground during steps , which might be mainly associated with alleviated knee pain .",en,scientific_papers
344,"backgroundmetabolic syndrome is a growing concern among patients with schizophrenia because metabolic abnormalities are widely regarded as a major risk factor for cardiovascular disease and premature death . the current study assessed attitudes toward metabolic adverse events among patients with schizophrenia.methodsa brief questionnaire was constructed to investigate patient recognition of the following broad areas : dietary habits , lifestyle , self - monitoring , knowledge , and medical practice . between january 2012 and june 2013 , questionnaires were sent to patients associated with 520 outpatient facilities and 247 inpatient facilities belonging to the japan psychiatric hospital association . all of the participants ( n=22,072 ; inpatients = 15,170 , outpatients = 6,902 ) were diagnosed with schizophrenia based on the diagnostic and statistical manual of mental disorders , fourth edition , or the international classification of diseases , tenth revision.resultsapproximately 55.0% ( 8,069/14,669 ) of inpatients and 44.8% of outpatients ( 2,978/6,649 ) reported that they did not exercise at all . although 60.9% ( 4,116/6,760 ) of outpatients reported that they felt obese , only 35.6% ( 5,261/14,794 ) of inpatients felt obese . more than half of the inpatients ( 51.2% ; 7,514/14,690 ) and outpatients ( 60.8% ; 4,086/6,721 ) hoped to receive regular blood tests to prevent weight gain and diseases such as diabetes.conclusionalthough more than half of patients hoped to prevent weight gain and diabetes , only a minority of patients were mindful of eating balanced meals and having physical exercise . educational efforts and the promotion of the best pharmacotherapy and monitoring practices are needed for patients with schizophrenia .",en,scientific_papers
345,"giant cell tumor of bone also known as osteoclastoma is a distinct clinical , roentgenographic and pathologic entity with specific characteristics . it is a benign but locally aggressive neoplasm , classically seen as a purely lytic lesion of the epiphyseal or metaphyseal - epiphyseal region of long tubular bones extending to the articular surface . it usually occurs after skeletal maturation and is one of the rare bone tumors that more frequently affects women . even though rarely it can occur in ribs , it usually occurs in the posterior aspect . we report here a case of giant cell tumor originating from the anterior arc of the rib diagnosed on fine needle aspiration cytology .",en,scientific_papers
346,"to evaluate the outcomes of controlled ovarian hyperstimulation ( coh)-in vitro fertilization ( ivf ) such as clinical pregnancy rate ( cpr ) , implantation rate ( ir ) and live birth rate ( lbr ) for infertile patients with borderline ovarian tumor ( bot ) after conservative treatment , 10 ivf cycles in five patients from january 1999 to july 2005 were analyzed . at the time of diagnosis with bot , the mean age of patients was 30.0 yr ( range , 22 - 40 ) . for 8 cycles out of 10 attempted ivf cycles , except for 2 cancellation cycles , the mean number of oocytes retrieved was 5.6 ( range , 2 - 16 ) with a mean fertilization rate of 74.4% . the cpr , ir , and lbr were 50.0% ( 4/8 cycles ) , 31.6% ( 6/19 ) and 50.0% ( 4/8 cycles ) respectively . the mean follow - up period after coh - ivf initiation was 29.6 ( range , 14 - 61 ) months . a gynecological oncologist followed all patients every 3 months during the first year and every 6 months thereafter . there was no recurrence during the follow - up period . our results suggest that coh - ivf may be acceptable for infertile patients with bot , especially in patients with early - stage bot after conservative treatment .",en,scientific_papers
347,"the premise of this paper is that increased expression of matrix metalloproteinases ( mmps ) permits the reconfiguration of synaptic connections ( i.e. , neural plasticity ) by degrading cell adhesion molecules ( cams ) designed to provide stability to those extracellular matrix ( ecm ) proteins that form scaffolding supporting neurons and glia . it is presumed that while these ecm proteins are weakened , and/or detached , synaptic connections can form resulting in new neural pathways . tissue inhibitors of metalloproteinases ( timps ) are designed to deactivate mmps permitting the reestablishment of cams , thus returning the system to a reasonably fixed state . this review considers available findings concerning the roles of mmps and timps in reorganizing ecm proteins thus facilitating the neural plasticity underlying long - term potentiation ( ltp ) , habituation , and associative learning . we conclude with a consideration of the influence of these phenomena on drug addiction , given that these same processes may be instrumental in the formation of addiction and subsequent relapse . however , our knowledge concerning the precise spatial and temporal relationships among the mechanisms of neural plasticity , habituation , associative learning , and memory consolidation is far from complete and the possibility that these phenomena mediate drug addiction is a new direction of research .",en,scientific_papers
348,"the coupling of cryo - light microscopy ( cryo - lm ) and cryo - electron microscopy ( cryo - em ) poses a number of advantages for understanding cellular dynamics and ultrastructure . first , cells can be imaged in a near native environment for both techniques . second , due to the vitrification process , samples are preserved by rapid physical immobilization rather than slow chemical fixation . third , imaging the same sample with both cryo - lm and cryo - em provides correlation of data from a single cell , rather than a comparison of "" representative samples "" . while these benefits are well known from prior studies , the widespread use of correlative cryo - lm and cryo - em remains limited due to the expense and complexity of buying or building a suitable cryogenic light microscopy stage . here we demonstrate the assembly , and use of an inexpensive cryogenic stage that can be fabricated in any lab for less than $ 40 with parts found at local hardware and grocery stores . this cryo - lm stage is designed for use with reflected light microscopes that are fitted with long working distance air objectives . for correlative cryo - lm and cryo - em studies , we adapt the use of carbon coated standard 3-mm cryo - em grids as specimen supports . after adsorbing the sample to the grid , previously established protocols for vitrifying the sample and transferring / handling the grid are followed to permit multi - technique imaging . as a result , this setup allows any laboratory with a reflected light microscope to have access to direct correlative imaging of frozen hydrated samples .",en,scientific_papers
349,"objectivethe nutritional status of chronic obstructive pulmonary disease ( copd ) patients is associated with their exercise capacity . in the present study , we have explored the relationship between nutritional risk and exercise capacity in severe male copd patients.methodsa total of 58 severe copd male patients were enrolled in this study . the patients were assigned to no nutritional risk group ( n=33 ) and nutritional risk group ( n=25 ) according to the nutritional risk screening ( nrs , 2002 ) criteria . blood gas analysis , conventional pulmonary function testing , and cardiopulmonary exercise testing were performed on all the patients.resultsresults showed that the weight and bmi of the patients in the nutritional risk group were significantly lower than in the no nutritional risk group ( p<0.05 ) . the pulmonary diffusing capacity for carbon monoxide of the no nutritional risk group was significantly higher than that of the nutritional risk group ( p<0.05 ) . besides , the peak vo2 ( peak oxygen uptake ) , peak o2 pulse ( peak oxygen pulse ) , and peak load of the nutritional risk group were significantly lower than those of the no nutritional risk group ( p<0.05 ) and there were significantly negative correlations between the nrs score and peak vo2 , peak o2 pulse , or peak load ( r<0 , p<0.05).conclusionthe association between exercise capacity and nutritional risk based on nrs 2002 in severe copd male patients is supported by these results of this study .",en,scientific_papers
350,"in exposure or risk assessments , both environmental and biological measurements are often used . environmental measurements are an excellent means for evaluating regulatory compliance , but the models used to estimate body burden from these measurements are complex . unless all possible routes of exposure ( i.e. , inhalation , dermal absorption , ingestion ) are evaluated , exposure to a toxicant can be underestimated . to circumvent this problem , measurements of the internal dose of a toxicant in blood , serum , urine , or tissues can be used singularly or in combination with environmental data for exposure assessment . in three separate laboratories , carbaryl or its primary metabolite , 1-naphthol , was measured in personal air , dermal samples , blood serum , and urine from farmer applicators and their families . the usefulness of both environmental and biological data has been demonstrated . for the farmer applicator , the environmental levels of carbaryl would have been sufficient to determine that an exposure had occurred . however , biological measurements were necessary to determine the absorbed dose of each member of the applicator 's family . in addition , a correlation between serum and urinary 1-naphthol measurements has been shown ; therefore , either matrix can be used to accurately evaluate occupational carbaryl exposure.imagesfigure 1.figure 2.figure 3.figure 4.figure 5 . afigure 5 . b",en,scientific_papers
351,"there are pathophysiological , clinical , and treatment analogies between phantom limb pain and phantom sound ( i.e. , tinnitus ) . phantom limb pain commonly is absent in dreams , and the question arises whether this is also the case for tinnitus . a questionnaire was given to 78 consecutive tinnitus patients seen at a specialized tinnitus clinic . seventy - six patients remembered their dreams and of these 74 claim not to perceive tinnitus during their dreams ( 97% ) . this can be most easily explained by a predictive bayesian brain model . that is , during the awake state the brain constantly makes predictions about the environment . tinnitus is hypothesized to be the result of a prediction error due to deafferentation , and missing input is filled in by the brain . the heuristic explanation then is that in the dream state there is no interaction with the environment and therefore no updating of the prediction error , resulting in the absence of tinnitus .",en,scientific_papers
